Date	E1-0.0241	E2-0.0317	E3-0.0416	E4-0.0625	E5-0.0900	E6-0.1275	E7-0.1725	E8-0.2700	E9-0.4075	E10-0.6250	E11-0.9250	E12-1.3000	E13-2.0000
1999-03-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-03-02	5.35898e+00	5.31643e+00	5.22818e+00	4.98704e+00	4.63651e+00	4.17677e+00	3.71764e+00	3.14701e+00	2.75073e+00	2.16625e+00	1.29421e+00	1.83821e-01	-1.75103e+00
1999-03-03	5.15049e+00	5.13158e+00	5.07284e+00	4.88894e+00	4.60126e+00	4.21054e+00	3.80267e+00	3.26132e+00	2.93506e+00	2.49240e+00	1.80560e+00	8.81413e-01	-9.22715e-01
1999-03-04	5.36581e+00	5.34950e+00	5.29322e+00	5.11032e+00	4.81616e+00	4.40926e+00	3.97787e+00	3.38822e+00	3.04439e+00	2.59398e+00	1.91156e+00	1.01744e+00	-6.68288e-01
1999-03-05	5.29253e+00	5.29158e+00	5.25556e+00	5.11435e+00	4.86407e+00	4.49321e+00	4.06530e+00	3.43057e+00	3.12898e+00	2.79904e+00	2.27225e+00	1.55313e+00	1.27677e-01
1999-03-06	5.18373e+00	5.15521e+00	5.08495e+00	4.88185e+00	4.58173e+00	4.19045e+00	3.79166e+00	3.30303e+00	3.07701e+00	2.78285e+00	2.29057e+00	1.59783e+00	1.86699e-01
1999-03-07	4.94951e+00	4.94245e+00	4.89730e+00	4.73377e+00	4.45410e+00	4.03256e+00	3.54296e+00	2.89230e+00	2.61826e+00	2.25634e+00	1.69873e+00	9.60758e-01	-4.65568e-01
1999-03-08	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-03-09	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-03-10	5.42000e+00	5.39122e+00	5.31896e+00	5.10431e+00	4.77322e+00	4.32810e+00	3.87662e+00	3.27757e+00	2.83050e+00	2.20317e+00	1.33632e+00	3.06611e-01	-1.37415e+00
1999-03-11	5.11076e+00	5.09997e+00	5.05042e+00	4.87979e+00	4.59620e+00	4.18856e+00	3.74357e+00	3.16673e+00	2.83877e+00	2.37266e+00	1.66573e+00	7.36558e-01	-1.04129e+00
1999-03-12	4.94995e+00	4.93529e+00	4.88266e+00	4.71193e+00	4.43474e+00	4.04168e+00	3.59139e+00	2.95564e+00	2.56908e+00	2.05194e+00	1.30157e+00	3.47188e-01	-1.41186e+00
1999-03-13	4.89468e+00	4.88996e+00	4.84882e+00	4.69640e+00	4.43380e+00	4.03992e+00	3.58113e+00	2.91582e+00	2.50321e+00	1.93240e+00	1.09992e+00	4.90878e-02	-1.76069e+00
1999-03-14	5.12344e+00	5.10453e+00	5.04572e+00	4.86106e+00	4.57013e+00	4.16978e+00	3.74281e+00	3.15814e+00	2.77054e+00	2.21951e+00	1.40050e+00	3.39310e-01	-1.65049e+00
1999-03-15	5.08404e+00	5.08079e+00	5.04051e+00	4.88676e+00	4.61897e+00	4.22129e+00	3.77072e+00	3.13108e+00	2.73427e+00	2.20520e+00	1.45548e+00	5.02514e-01	-1.30047e+00
1999-03-16	4.62022e+00	4.64214e+00	4.63712e+00	4.56452e+00	4.40966e+00	4.15420e+00	3.83535e+00	3.27408e+00	2.79127e+00	2.11439e+00	1.13140e+00	-1.36059e-01	-2.51428e+00
1999-03-17	4.38423e+00	4.42935e+00	4.45133e+00	4.42639e+00	4.32226e+00	4.12398e+00	3.85633e+00	3.31286e+00	2.78628e+00	2.16627e+00	1.28999e+00	1.43025e-01	-2.04505e+00
1999-03-18	4.79632e+00	4.79505e+00	4.75838e+00	4.61560e+00	4.36768e+00	4.00004e+00	3.58786e+00	3.03791e+00	2.68657e+00	2.16148e+00	1.36497e+00	3.22804e-01	-1.63438e+00
1999-03-19	5.13950e+00	5.13765e+00	5.09838e+00	4.94400e+00	4.67063e+00	4.24907e+00	3.74763e+00	3.05477e+00	2.70817e+00	2.19578e+00	1.40389e+00	3.49337e-01	-1.69344e+00
1999-03-20	4.77931e+00	4.77777e+00	4.73996e+00	4.59272e+00	4.33687e+00	3.95489e+00	3.52585e+00	2.94051e+00	2.51550e+00	1.86232e+00	9.11140e-01	-2.95339e-01	-2.53265e+00
1999-03-21	4.62307e+00	4.61845e+00	4.57725e+00	4.42419e+00	4.16133e+00	3.76737e+00	3.31719e+00	2.67966e+00	2.20135e+00	1.45861e+00	3.61376e-01	-1.05552e+00	-3.72139e+00
1999-03-22	4.32437e+00	4.34302e+00	4.33066e+00	4.23392e+00	4.03767e+00	3.72188e+00	3.33893e+00	2.71916e+00	2.23138e+00	1.52265e+00	4.69434e-01	-9.02157e-01	-3.47984e+00
1999-03-23	4.46816e+00	4.44182e+00	4.38248e+00	4.22261e+00	3.99526e+00	3.68235e+00	3.33087e+00	2.78442e+00	2.34048e+00	1.69460e+00	7.59320e-01	-4.35685e-01	-2.65250e+00
1999-03-24	4.59332e+00	4.57816e+00	4.52411e+00	4.34788e+00	4.06322e+00	3.65300e+00	3.20872e+00	2.67698e+00	2.32543e+00	1.77498e+00	9.66260e-01	-8.16714e-02	-2.07196e+00
1999-03-25	4.56096e+00	4.53022e+00	4.45788e+00	4.25234e+00	3.94914e+00	3.53322e+00	3.07261e+00	2.47069e+00	2.09816e+00	1.57399e+00	8.37363e-01	-1.10124e-01	-1.88870e+00
1999-03-26	4.82088e+00	4.82438e+00	4.79407e+00	4.66483e+00	4.43505e+00	4.09264e+00	3.70959e+00	3.11243e+00	2.60055e+00	1.85476e+00	7.92789e-01	-5.32687e-01	-2.96507e+00
1999-03-27	4.73064e+00	4.71826e+00	4.67486e+00	4.54085e+00	4.33215e+00	4.02993e+00	3.68592e+00	3.16251e+00	2.76452e+00	2.17457e+00	1.28255e+00	1.14995e-01	-2.10946e+00
1999-03-28	4.82319e+00	4.79895e+00	4.73521e+00	4.54554e+00	4.25453e+00	3.84803e+00	3.41352e+00	2.87675e+00	2.51751e+00	1.96684e+00	1.14845e+00	8.39357e-02	-1.95193e+00
1999-03-29	5.18217e+00	5.14260e+00	5.05762e+00	4.82083e+00	4.47127e+00	4.00568e+00	3.51763e+00	2.80859e+00	2.26266e+00	1.54434e+00	6.31970e-01	-4.43153e-01	-2.30367e+00
1999-03-30	5.30808e+00	5.28343e+00	5.21615e+00	5.01067e+00	4.69184e+00	4.25680e+00	3.79482e+00	3.16244e+00	2.77134e+00	2.22777e+00	1.42632e+00	3.95786e-01	-1.54404e+00
1999-03-31	4.99515e+00	5.01019e+00	4.99324e+00	4.88705e+00	4.67810e+00	4.34352e+00	3.93561e+00	3.30341e+00	2.97230e+00	2.57195e+00	1.95022e+00	1.12187e+00	-4.64482e-01
1999-04-01	4.99999e+00	5.01617e+00	5.00042e+00	4.89568e+00	4.68656e+00	4.34823e+00	3.93290e+00	3.31409e+00	3.04784e+00	2.72177e+00	2.18651e+00	1.44320e+00	-5.30927e-02
1999-04-02	4.97976e+00	4.97064e+00	4.92673e+00	4.77846e+00	4.53522e+00	4.18187e+00	3.77603e+00	3.20936e+00	2.92289e+00	2.53787e+00	1.92378e+00	1.09010e+00	-5.52740e-01
1999-04-03	5.07129e+00	5.05912e+00	5.00929e+00	4.84331e+00	4.57617e+00	4.19351e+00	3.76705e+00	3.18333e+00	2.86836e+00	2.45166e+00	1.80884e+00	9.46118e-01	-7.43650e-01
1999-04-04	5.26319e+00	5.25975e+00	5.21932e+00	5.06559e+00	4.79754e+00	4.40104e+00	3.94699e+00	3.30770e+00	3.01885e+00	2.67630e+00	2.12736e+00	1.37658e+00	-1.13537e-01
1999-04-05	5.05823e+00	5.06998e+00	5.04930e+00	4.93727e+00	4.72446e+00	4.38971e+00	3.98597e+00	3.38911e+00	3.16274e+00	2.92022e+00	2.49890e+00	1.89554e+00	6.57700e-01
1999-04-06	5.07959e+00	5.08463e+00	5.05586e+00	4.92810e+00	4.69227e+00	4.33242e+00	3.90541e+00	3.28145e+00	3.02468e+00	2.76640e+00	2.32441e+00	1.68960e+00	3.79666e-01
1999-04-07	5.10591e+00	5.12241e+00	5.10698e+00	5.00252e+00	4.79257e+00	4.44939e+00	4.01629e+00	3.29988e+00	2.99149e+00	2.68566e+00	2.18202e+00	1.48127e+00	7.92552e-02
1999-04-08	4.84044e+00	4.86813e+00	4.86733e+00	4.79405e+00	4.62609e+00	4.34217e+00	3.98250e+00	3.37905e+00	3.03130e+00	2.62871e+00	1.99243e+00	1.12150e+00	-6.12264e-01
1999-04-09	4.81662e+00	4.84515e+00	4.84568e+00	4.77615e+00	4.61534e+00	4.34572e+00	4.00950e+00	3.44532e+00	3.06940e+00	2.60997e+00	1.90430e+00	9.54394e-01	-9.03751e-01
1999-04-10	5.25504e+00	5.21489e+00	5.13052e+00	4.89963e+00	4.56133e+00	4.11264e+00	3.65098e+00	3.08889e+00	2.77799e+00	2.34260e+00	1.68408e+00	8.22299e-01	-8.22725e-01
1999-04-11	4.71105e+00	4.73315e+00	4.72535e+00	4.63845e+00	4.45520e+00	4.15816e+00	3.80358e+00	3.28375e+00	2.95436e+00	2.47666e+00	1.72874e+00	7.19454e-01	-1.26470e+00
1999-04-12	4.96454e+00	4.98764e+00	4.98096e+00	4.89567e+00	4.71288e+00	4.41119e+00	4.03707e+00	3.45289e+00	3.16281e+00	2.81385e+00	2.24543e+00	1.45813e+00	-1.20501e-01
1999-04-13	4.37831e+00	4.41704e+00	4.43079e+00	4.38893e+00	4.26396e+00	4.04197e+00	3.76178e+00	3.31138e+00	3.05006e+00	2.73899e+00	2.22859e+00	1.51307e+00	6.45470e-02
1999-04-14	4.42192e+00	4.44881e+00	4.44779e+00	4.37718e+00	4.21905e+00	3.96063e+00	3.65072e+00	3.18030e+00	2.91526e+00	2.59272e+00	2.06740e+00	1.33428e+00	-1.43760e-01
1999-04-15	4.51473e+00	4.53671e+00	4.52858e+00	4.44019e+00	4.25314e+00	3.94443e+00	3.55807e+00	2.93722e+00	2.63471e+00	2.29583e+00	1.74673e+00	9.89145e-01	-5.20761e-01
1999-04-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-17	4.90746e+00	4.88891e+00	4.83363e+00	4.66593e+00	4.41218e+00	4.06816e+00	3.69413e+00	3.08585e+00	2.56283e+00	1.88122e+00	9.09131e-01	-3.26826e-01	-2.44709e+00
1999-04-18	4.74783e+00	4.74418e+00	4.70505e+00	4.56007e+00	4.31757e+00	3.97316e+00	3.61337e+00	3.13791e+00	2.72375e+00	2.04818e+00	1.03192e+00	-3.03354e-01	-2.86803e+00
1999-04-19	5.22662e+00	5.18547e+00	5.10038e+00	4.86779e+00	4.52501e+00	4.06010e+00	3.57249e+00	2.96588e+00	2.55431e+00	1.90300e+00	9.26261e-01	-3.46171e-01	-2.75186e+00
1999-04-20	5.50878e+00	5.47378e+00	5.39512e+00	5.17271e+00	4.84284e+00	4.40491e+00	3.95976e+00	3.37875e+00	2.96762e+00	2.36621e+00	1.46926e+00	2.93858e-01	-1.96442e+00
1999-04-21	5.51765e+00	5.47804e+00	5.39532e+00	5.16909e+00	4.83684e+00	4.38877e+00	3.92366e+00	3.37348e+00	3.07051e+00	2.62213e+00	1.95797e+00	1.11125e+00	-4.77762e-01
1999-04-22	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-23	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-24	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-26	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-27	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-28	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-29	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-04-30	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-05-01	5.57996e+00	5.56335e+00	5.50704e+00	5.32497e+00	5.03167e+00	4.60870e+00	4.12785e+00	3.44560e+00	3.19938e+00	2.95765e+00	2.54330e+00	1.95426e+00	7.58677e-01
1999-05-02	5.43759e+00	5.41966e+00	5.36242e+00	5.18104e+00	4.89235e+00	4.47798e+00	4.00646e+00	3.36816e+00	3.18557e+00	2.99585e+00	2.64656e+00	2.13710e+00	1.08810e+00
1999-05-03	5.12000e+00	5.11871e+00	5.08203e+00	4.93958e+00	4.69262e+00	4.31903e+00	3.87529e+00	3.22778e+00	3.03344e+00	2.85945e+00	2.53168e+00	2.04638e+00	1.03378e+00
1999-05-04	4.72566e+00	4.74978e+00	4.74441e+00	4.66177e+00	4.48198e+00	4.18210e+00	3.80307e+00	3.19956e+00	2.99071e+00	2.82334e+00	2.50638e+00	2.03258e+00	1.03604e+00
1999-05-05	4.56451e+00	4.58826e+00	4.58245e+00	4.49901e+00	4.31860e+00	4.01925e+00	3.64474e+00	3.07371e+00	2.89261e+00	2.73729e+00	2.43517e+00	1.97983e+00	1.01757e+00
1999-05-06	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-05-07	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-05-08	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-05-09	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-05-10	4.37383e+00	4.39790e+00	4.39262e+00	4.31088e+00	4.13431e+00	3.84488e+00	3.49524e+00	3.00151e+00	2.78996e+00	2.51795e+00	2.05306e+00	1.39541e+00	5.94497e-02
1999-05-11	4.11869e+00	4.15116e+00	4.15667e+00	4.09722e+00	3.94887e+00	3.69521e+00	3.38052e+00	2.90869e+00	2.69714e+00	2.45094e+00	2.02431e+00	1.41313e+00	1.59672e-01
1999-05-12	4.55976e+00	4.55984e+00	4.52483e+00	4.38561e+00	4.14291e+00	3.77743e+00	3.35306e+00	2.77146e+00	2.56637e+00	2.33816e+00	1.93869e+00	1.36624e+00	1.99919e-01
1999-05-13	5.21824e+00	5.16682e+00	5.07482e+00	4.84699e+00	4.53506e+00	4.12804e+00	3.69940e+00	3.07840e+00	2.56750e+00	1.86708e+00	1.10480e+00	4.77382e-01	-5.43505e-01
1999-05-14	4.88323e+00	4.89311e+00	4.87053e+00	4.75673e+00	4.54710e+00	4.23000e+00	3.87016e+00	3.34245e+00	2.95440e+00	2.39791e+00	1.57352e+00	4.99519e-01	-1.56101e+00
1999-05-15	4.56377e+00	4.58199e+00	4.57046e+00	4.48014e+00	4.30093e+00	4.02300e+00	3.70643e+00	3.25483e+00	2.93278e+00	2.44747e+00	1.69088e+00	6.69686e-01	-1.34203e+00
1999-05-16	4.49982e+00	4.51543e+00	4.49926e+00	4.39523e+00	4.19158e+00	3.87322e+00	3.51062e+00	3.04442e+00	2.77061e+00	2.33674e+00	1.64880e+00	7.17416e-01	-1.11636e+00
1999-05-17	4.28113e+00	4.30463e+00	4.29867e+00	4.21579e+00	4.03886e+00	3.75302e+00	3.41691e+00	2.94959e+00	2.67205e+00	2.25691e+00	1.59337e+00	6.87115e-01	-1.11361e+00
1999-05-18	5.19778e+00	5.16304e+00	5.08378e+00	4.85561e+00	4.50666e+00	4.02039e+00	3.49429e+00	2.78942e+00	2.33667e+00	1.71754e+00	8.81719e-01	-1.06343e-01	-1.86961e+00
1999-05-19	4.99512e+00	4.99917e+00	4.96889e+00	4.83846e+00	4.60695e+00	4.26338e+00	3.88815e+00	3.40740e+00	3.09038e+00	2.59945e+00	1.85259e+00	8.71801e-01	-9.99526e-01
1999-05-20	5.12063e+00	5.10921e+00	5.06179e+00	4.90475e+00	4.65266e+00	4.29386e+00	3.90268e+00	3.41270e+00	3.17024e+00	2.81086e+00	2.22894e+00	1.43254e+00	-1.44406e-01
1999-05-21	4.76663e+00	4.79309e+00	4.79127e+00	4.71798e+00	4.55428e+00	4.28372e+00	3.95117e+00	3.42672e+00	3.15088e+00	2.84112e+00	2.33264e+00	1.62058e+00	1.82539e-01
1999-05-22	4.44042e+00	4.47673e+00	4.48960e+00	4.45321e+00	4.34721e+00	4.15853e+00	3.91293e+00	3.48046e+00	3.15676e+00	2.84651e+00	2.38934e+00	1.73840e+00	3.97517e-01
1999-05-23	4.85125e+00	4.83947e+00	4.79042e+00	4.62561e+00	4.35599e+00	3.96828e+00	3.54468e+00	3.02707e+00	2.82128e+00	2.54217e+00	2.06277e+00	1.38295e+00	-2.51680e-03
1999-05-24	4.84155e+00	4.80611e+00	4.73717e+00	4.56040e+00	4.30699e+00	3.94787e+00	3.52181e+00	2.80406e+00	2.40899e+00	2.08927e+00	1.59636e+00	9.14306e-01	-4.47351e-01
1999-05-25	5.52947e+00	5.43868e+00	5.29754e+00	4.98813e+00	4.61847e+00	4.18347e+00	3.73439e+00	3.09685e+00	2.62025e+00	1.93450e+00	9.56833e-01	-2.45230e-01	-2.15026e+00
1999-05-26	5.08152e+00	5.06522e+00	5.01084e+00	4.83848e+00	4.56636e+00	4.19316e+00	3.80105e+00	3.30423e+00	3.00167e+00	2.52686e+00	1.78967e+00	8.11656e-01	-1.07155e+00
1999-05-27	5.01705e+00	5.00864e+00	4.96418e+00	4.81070e+00	4.55697e+00	4.19220e+00	3.78386e+00	3.22878e+00	2.94395e+00	2.53996e+00	1.88986e+00	1.00620e+00	-7.31568e-01
1999-05-28	4.89040e+00	4.89265e+00	4.86091e+00	4.73017e+00	4.49967e+00	4.15549e+00	3.75897e+00	3.18674e+00	2.87070e+00	2.45566e+00	1.79944e+00	9.11934e-01	-8.22556e-01
1999-05-29	4.51311e+00	4.54000e+00	4.54037e+00	4.47699e+00	4.33502e+00	4.09975e+00	3.80633e+00	3.31500e+00	2.97127e+00	2.57357e+00	1.96380e+00	1.13081e+00	-5.15317e-01
1999-05-30	4.49494e+00	4.48946e+00	4.44994e+00	4.31191e+00	4.09672e+00	3.80433e+00	3.49678e+00	3.06797e+00	2.79138e+00	2.40759e+00	1.79810e+00	9.63211e-01	-6.88006e-01
1999-05-31	4.64261e+00	4.64559e+00	4.61403e+00	4.48053e+00	4.24269e+00	3.87495e+00	3.43071e+00	2.74656e+00	2.44089e+00	2.11597e+00	1.58051e+00	8.32319e-01	-6.70177e-01
1999-06-01	4.60945e+00	4.60601e+00	4.56565e+00	4.41255e+00	4.14733e+00	3.74632e+00	3.28056e+00	2.66134e+00	2.40167e+00	2.04789e+00	1.47866e+00	7.04324e-01	-8.15936e-01
1999-06-02	4.77994e+00	4.76073e+00	4.70218e+00	4.51897e+00	4.22876e+00	3.81125e+00	3.32867e+00	2.59768e+00	2.27597e+00	1.92356e+00	1.35918e+00	5.89532e-01	-9.23993e-01
1999-06-03	4.59611e+00	4.60484e+00	4.58039e+00	4.46040e+00	4.23570e+00	3.87817e+00	3.42810e+00	2.61835e+00	2.10856e+00	1.57760e+00	8.42770e-01	-5.49619e-02	-1.66808e+00
1999-06-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-06	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-07	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-08	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-09	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-10	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-11	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-12	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-13	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-14	4.50327e+00	4.52101e+00	4.50807e+00	4.41225e+00	4.22093e+00	3.91726e+00	3.55592e+00	3.02262e+00	2.73225e+00	2.35549e+00	1.75303e+00	9.28023e-01	-7.08371e-01
1999-06-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-19	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-21	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-22	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-06-23	4.57112e+00	4.52927e+00	4.43991e+00	4.18790e+00	3.80630e+00	3.29437e+00	2.81898e+00	2.35794e+00	2.02055e+00	1.48776e+00	6.94176e-01	-3.36326e-01	-2.23164e+00
1999-06-24	4.65966e+00	4.66038e+00	4.62573e+00	4.48570e+00	4.23974e+00	3.86897e+00	3.44091e+00	2.79406e+00	2.29590e+00	1.56722e+00	5.16488e-01	-7.97041e-01	-3.13349e+00
1999-06-25	4.54385e+00	4.54237e+00	4.50452e+00	4.35707e+00	4.10239e+00	3.73107e+00	3.33979e+00	2.84850e+00	2.42306e+00	1.70919e+00	6.40677e-01	-7.53344e-01	-3.41087e+00
1999-06-26	4.60759e+00	4.58983e+00	4.53314e+00	4.35378e+00	4.06992e+00	3.67272e+00	3.25318e+00	2.68124e+00	2.17768e+00	1.39011e+00	2.67367e-01	-1.14118e+00	-3.73193e+00
1999-06-27	5.44649e+00	5.40020e+00	5.30951e+00	5.06826e+00	4.71907e+00	4.25298e+00	3.76898e+00	3.12022e+00	2.61027e+00	1.84263e+00	7.42392e-01	-6.44132e-01	-3.18916e+00
1999-06-28	5.06108e+00	5.03634e+00	4.98012e+00	4.82804e+00	4.60976e+00	4.31218e+00	3.97932e+00	3.42473e+00	2.91788e+00	2.20773e+00	1.18046e+00	-1.43838e-01	-2.63185e+00
1999-06-29	5.02561e+00	5.01781e+00	4.97464e+00	4.82530e+00	4.58222e+00	4.23725e+00	3.86856e+00	3.41524e+00	3.15439e+00	2.75242e+00	2.12839e+00	1.30100e+00	-2.97889e-01
1999-06-30	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1999-07-01	4.76562e+00	4.76184e+00	4.72366e+00	4.58409e+00	4.35281e+00	4.02352e+00	3.67344e+00	3.25114e+00	3.04433e+00	2.74207e+00	2.23695e+00	1.52854e+00	9.62119e-02
1999-07-02	5.28980e+00	5.26193e+00	5.19299e+00	4.99133e+00	4.68540e+00	4.26817e+00	3.83374e+00	3.29087e+00	2.94987e+00	2.47238e+00	1.80192e+00	9.81174e-01	-5.14927e-01
1999-07-03	4.89186e+00	4.90353e+00	4.88353e+00	4.77574e+00	4.57405e+00	4.26411e+00	3.90069e+00	3.33665e+00	2.97262e+00	2.51005e+00	1.80247e+00	8.54798e-01	-9.96486e-01
1999-07-04	4.37778e+00	4.42368e+00	4.44683e+00	4.42504e+00	4.32667e+00	4.13985e+00	3.89385e+00	3.44048e+00	3.07349e+00	2.63778e+00	1.97727e+00	1.07728e+00	-7.08559e-01
1999-07-05	4.19151e+00	4.24286e+00	4.27310e+00	4.26626e+00	4.18743e+00	4.02658e+00	3.80928e+00	3.39597e+00	3.03810e+00	2.61055e+00	1.96903e+00	1.09530e+00	-6.34873e-01
1999-07-06	4.59430e+00	4.60729e+00	4.58893e+00	4.48387e+00	4.28363e+00	3.97093e+00	3.59717e+00	3.00348e+00	2.63834e+00	2.20742e+00	1.55604e+00	6.86031e-01	-1.00617e+00
1999-07-07	4.42225e+00	4.45665e+00	4.46461e+00	4.40981e+00	4.26557e+00	4.01016e+00	3.67020e+00	2.99455e+00	2.48778e+00	2.04343e+00	1.40317e+00	5.52022e-01	-1.08970e+00
1999-07-08	5.02433e+00	4.98206e+00	4.89943e+00	4.68227e+00	4.36983e+00	3.94599e+00	3.48828e+00	2.88471e+00	2.56506e+00	2.13037e+00	1.46562e+00	5.88428e-01	-1.08910e+00
1999-07-09	4.83408e+00	4.85305e+00	4.84155e+00	4.74827e+00	4.55951e+00	4.25908e+00	3.90186e+00	3.35338e+00	2.96825e+00	2.42295e+00	1.59617e+00	5.04306e-01	-1.58070e+00
1999-07-10	4.48647e+00	4.48595e+00	4.45881e+00	4.36208e+00	4.20955e+00	3.99341e+00	3.74753e+00	3.33942e+00	2.95865e+00	2.39275e+00	1.54454e+00	4.28419e-01	-1.70741e+00
1999-07-11	4.55670e+00	4.54117e+00	4.48746e+00	4.31561e+00	4.04792e+00	3.69465e+00	3.37023e+00	3.03928e+00	2.77734e+00	2.30847e+00	1.57214e+00	5.83501e-01	-1.34506e+00
1999-07-12	4.97097e+00	4.94631e+00	4.88104e+00	4.68495e+00	4.38139e+00	3.95842e+00	3.50536e+00	2.88534e+00	2.40285e+00	1.72195e+00	8.58232e-01	-1.13446e-01	-1.82571e+00
1999-07-13	4.66802e+00	4.67727e+00	4.65347e+00	4.53582e+00	4.31981e+00	3.99614e+00	3.64225e+00	3.15958e+00	2.74853e+00	2.07614e+00	1.06167e+00	-2.72380e-01	-2.83977e+00
1999-07-14	4.85065e+00	4.82439e+00	4.75796e+00	4.56260e+00	4.26590e+00	3.86317e+00	3.45765e+00	2.99275e+00	2.64175e+00	2.04526e+00	1.13420e+00	-7.02716e-02	-2.39542e+00
1999-07-15	4.87862e+00	4.86653e+00	4.81540e+00	4.64160e+00	4.35416e+00	3.93675e+00	3.48557e+00	2.95353e+00	2.62899e+00	2.10575e+00	1.31127e+00	2.68558e-01	-1.73505e+00
1999-07-16	4.64298e+00	4.66322e+00	4.65298e+00	4.56102e+00	4.37195e+00	4.06923e+00	3.71199e+00	3.19217e+00	2.84148e+00	2.32020e+00	1.52267e+00	4.65739e-01	-1.57797e+00
1999-07-17	4.43907e+00	4.46092e+00	4.45337e+00	4.36918e+00	4.19427e+00	3.91722e+00	3.59687e+00	3.13078e+00	2.78222e+00	2.25053e+00	1.43971e+00	3.67832e-01	-1.69906e+00
1999-07-18	4.46983e+00	4.46425e+00	4.42284e+00	4.27371e+00	4.02637e+00	3.67691e+00	3.32143e+00	2.91872e+00	2.62768e+00	2.12862e+00	1.35102e+00	3.10373e-01	-1.71993e+00
1999-07-19	4.49382e+00	4.49597e+00	4.46253e+00	4.32282e+00	4.07318e+00	3.69285e+00	3.26087e+00	2.72836e+00	2.44805e+00	2.00028e+00	1.29274e+00	3.37935e-01	-1.53537e+00
1999-07-20	4.46231e+00	4.44936e+00	4.40042e+00	4.23962e+00	3.97731e+00	3.59190e+00	3.15602e+00	2.60332e+00	2.32442e+00	1.89395e+00	1.21090e+00	2.86486e-01	-1.53234e+00
1999-07-21	5.39541e+00	5.31563e+00	5.18153e+00	4.85286e+00	4.40288e+00	3.82191e+00	3.21150e+00	2.41902e+00	2.04374e+00	1.56168e+00	8.46263e-01	-1.04553e-01	-1.95552e+00
1999-07-22	5.29285e+00	5.25581e+00	5.17725e+00	4.96186e+00	4.64471e+00	4.20880e+00	3.72550e+00	2.99081e+00	2.41837e+00	1.60618e+00	4.45778e-01	-1.03697e+00	-3.73832e+00
1999-07-23	5.15302e+00	5.14204e+00	5.09540e+00	4.94084e+00	4.69342e+00	4.34351e+00	3.96478e+00	3.46203e+00	3.12591e+00	2.61979e+00	1.86275e+00	8.81648e-01	-9.84195e-01
